811,868,855,152,2885,2108,3541,2691,1668,3390,3331,2059,3227,746,1597,3756,2120,2656,3956,479,3509,1930,276,3444,2817,62,1782,1174,1227,651,2351,2485,3659,985,1856,3782,45,796,2920,1020,1718,1599,1744,1786,2050,231,617,3808,207,2208
408,1059,1065,2593,3792,2625,296,3286,1257,3151,719,250,1639,1234,948,1696,627,1119,763,3714,884,3137,2711,2762,2359,439,1544,614,2900,1509,2103,153,2018,860,2233,2506,453,3958,1969,3351,2995,3152,2281,1621,2331,1806,986,344,3706,249
1895,3972,513,3312,1114,1106,1542,914,390,1589,3714,319,2462,3955,540,550,3177,194,268,717,3194,1186,3699,1136,35,2827,1848,3760,4039,2253,3703,3665,133,1846,3634,930,3435,1165,2005,2122,3669,3661,1618,2077,3786,3642,731,3259,3545,2496
793,2423,3626,1430,4079,1225,3690,2119,4007,3266,3724,1907,4062,3818,1621,3837,159,1845,2802,326,2149,1281,2640,2410,1418,533,1117,909,0,2600,2692,409,3570,3113,2545,487,1480,164,1922,3542,3521,1335,2190,1966,667,1479,15,1955,2549,3563
2860,2868,450,642,3491,2876,2395,2343,1845,4074,690,223,1274,3732,959,3646,2684,1082,1254,2856,2578,2287,1458,540,2459,3569,1521,258,3717,3688,3348,3780,173,1936,3501,3484,3800,1015,3777,1131,1543,1062,316,3907,2458,3086,1380,2136,2908,95
350,1065,2796,580,557,0,3822,2387,1585,3062,314,188,2726,1944,2903,4042,614,3609,60,1584,730,3662,2875,964,663,2775,246,129,94,1761,0,1756,2309,1633,2372,2802,2243,108,1537,4067,1330,371,160,2823,491,2524,1240,298,2572,3330
2548,4079,3233,668,476,3813,3522,1202,1123,1588,2632,3735,2709,3912,3759,507,3789,807,1396,2577,12,3117,2443,2387,332,1101,3721,307,2477,1228,2116,2853,484,3761,267,982,1228,966,992,3377,2390,260,2623,178,3702,2862,3566,3355,808,158
1065,2020,3469,3876,3326,268,165,586,492,1600,33,3348,3486,116,3776,1937,2060,2490,3308,1337,2910,1785,4080,389,2527,1535,3160,2784,2107,438,4010,492,0,2582,3315,2508,925,975,2682,578,3619,1939,994,2800,1854,3456,2219,1640,2911,2030
338,3923,1645,1214,1796,940,1573,1827,548,2996,2927,937,86,784,542,148,2020,178,1370,84,3070,256,2784,3418,697,3121,3601,1281,3088,2900,2178,3003,2943,0,144,1989,1078,896,2499,3414,3293,2641,3349,1439,3265,3027,392,3124,3766,585
1798,3054,3560,2402,2442,1502,288,3174,659,1336,4084,152,3587,2927,381,3624,4014,3772,682,66,3593,2787,707,2398,1722,1889,173,2020,3647,3047,2508,3690,1011,3424,0,1119,1251,2861,1219,3203,2141,2452,1809,3269,3449,1624,2002,2225,3504,78
3529,1790,3357,2264,1519,2665,1339,1271,2871,1715,484,335,2583,1949,357,676,3143,2704,3733,568,3276,2646,991,2768,3839,2040,3303,534,56,3195,557,2112,194,673,273,371,2457,803,767,3859,3182,1057,133,994,2281,61,3798,3965,1696,2904
2505,2276,3922,1743,2523,2543,2198,2794,1009,2255,598,1397,130,4092,1239,2849,3580,1828,3901,134,2056,2962,2902,216,3771,1581,3723,3977,1850,2884,2928,2947,3310,449,935,337,0,1681,533,3792,2432,419,321,1180,2862,1699,1124,2491,1311,93
3781,2300,1433,946,2775,3664,869,2463,1552,3955,3411,3079,2839,3199,2260,1698,2294,4055,3980,3983,521,2150,1396,17,2548,1866,172,1770,1873,2970,1295,2476,2985,753,1525,382,3530,344,172,3135,3141,321,1820,782,2435,2780,2467,2420,214,3994
2151,3522,3595,3338,2785,2573,1147,426,2258,3168,4,261,620,352,1582,3140,2001,2410,228,3332,476,519,1171,2105,3391,122,481,2191,3524,2807,1723,2754,1992,3279,320,2278,869,706,735,3528,1551,323,1756,3996,3585,315,2445,2739,2830,426
2258,2351,3914,2317,2228,1241,1754,3617,1180,1463,2713,595,644,3703,1723,3190,3674,1204,2254,50,936,3746,1278,4070,533,2673,829,3958,2961,2208,1713,3473,443,3546,3721,904,894,3568,3645,0,639,556,2983,64,2457,2886,2437,3783,1449,2245
862,879,868,3015,66,625,3815,305,1986,1287,854,2897,3930,1180,58,1737,998,1532,279,3417,2054,2574,3947,2428,1274,2572,3594,1570,78,2884,496,1113,2407,3399,2671,1998,2976,1589,3265,2640,0,2812,3146,1732,1475,2442,3721,2582,1717,3800
3522,1772,475,417,4037,1753,3045,2152,993,2063,224,4047,1259,1538,1749,2473,507,3379,1922,1102,440,2246,718,1015,2359,1596,3783,2571,2030,3619,1434,570,3542,3836,1710,867,1197,1971,1974,1386,3246,348,2533,2141,1462,2181,2947,2641,2212,2791
3885,1243,2659,1909,2884,45,2678,3247,3980,444,1546,302,721,3818,557,2741,2106,442,2144,3611,572,1831,1750,22,64,2090,922,3496,1027,4050,1545,392,1451,1123,3134,954,3369,4006,2665,1106,1515,2693,0,1180,2495,1968,2637,393,3537,3040
2767,1506,687,1922,591,3918,2685,1021,1446,3080,2661,921,4047,2576,2599,375,4073,99,3662,657,3069,1037,2936,2982,1911,2491,3712,3805,821,806,17,3415,2075,387,3673,2179,1503,2528,1926,2028,3477,1246,1293,1286,829,3039,3650,135,2236,2097
2146,379,2895,4052,3574,3069,3370,2094,3101,2967,461,1288,858,1696,1376,1265,3599,3358,286,1312,3416,1366,3231,2094,3172,3951,922,2124,3388,2473,2056,3203,1104,882,625,2879,1167,3440,2680,1514,1435,886,3770,189,1785,798,2022,2323,3331,3536
3238,1525,3443,3806,3094,403,642,3031,3182,2798,2239,2193,2157,1660,1210,2712,771,1665,3839,2193,140,872,2449,337,1824,3005,63,2885,2962,1441,1266,1259,2376,1243,1945,133,3131,3468,1100,2805,3044,750,282,1077,111,0,348,3062,1647,271
1339,3855,2434,2178,1753,2912,3008,2819,2446,4001,3698,1341,1170,1770,1037,3975,1696,3782,2327,1398,819,951,665,2215,1618,3681,3558,3004,3389,2112,2024,3431,1718,258,3144,1371,2985,2260,1264,1092,3332,1328,4076,497,3452,2448,3150,584,2551,1729
2576,3109,2493,1565,991,1121,3911,1179,244,323,2141,1772,4052,1992,1207,3023,3340,2422,381,2324,2072,3041,174,1270,567,1666,1998,3677,3942,3626,1449,2554,21,2751,761,585,900,896,1519,3314,2120,3438,3218,1550,268,879,487,0,523,700
2042,961,460,118,256,2554,2962,2222,599,2178,28,463,975,2102,2265,3385,2250,3265,3095,493,4069,3356,3002,254,214,1991,2300,958,3048,3411,2830,1851,428,3332,987,1870,3741,50,2651,3653,3546,1880,2685,2228,1030,3659,604,3186,0,2331
1142,3895,3267,622,1955,2200,1781,2496,2260,1174,923,510,1656,733,1455,3354,491,1383,731,592,496,383,2488,3909,1234,3084,386,3834,2332,3484,3918,2693,1595,1933,3602,3801,2258,1840,374,2943,2364,3900,773,3527,479,2487,243,1681,2657,2668
