3402,2564,325,413,3070,2932,3512,385,4009,1599,1035,908,0,726,133,1947,2105,787,2719,4034,496,2476,3969,2689,2640,3949,2514,1732,1222,2580,490,1393,1649,3653,976,493,2520,4048,3262,1326,4027,1969,3946,1284,2161,1640,3265,3708,1311,3573
3830,2082,3856,2525,904,676,3783,1274,3529,3219,1906,520,2791,0,2617,2285,2150,1131,667,592,3107,2689,3857,2435,727,2699,3858,3731,2860,247,457,129,3774,1814,11,1023,1582,1979,1006,3837,1275,81,1531,208,124,3766,3949,2261,2165,847
2022,1297,1746,1870,1387,853,703,617,2800,2763,189,3365,200,996,0,3622,2389,739,3812,433,3466,2778,3683,308,2896,1239,3123,1805,2877,3087,1337,3831,2438,1041,2481,2664,2934,1181,3863,3056,3972,3296,1498,2883,1603,2365,1967,90,366,813
864,1650,2160,3609,521,1371,1504,2066,1029,1755,415,322,3954,399,1513,0,3248,3325,1252,4019,257,2812,1231,1938,4038,2587,1348,136,2460,3793,1732,3753,2441,2178,2638,4026,2663,2655,2516,3355,2241,2472,2760,1536,1166,1705,324,3593,3732,545
3846,1431,1608,2591,1424,1902,851,356,519,255,3241,1843,3370,3294,1526,2271,0,3575,345,981,406,2514,2993,2848,1184,973,874,107,16,2785,2517,411,250,2507,1685,2068,3213,2031,4048,2802,3298,2654,598,119,537,2447,3657,2012,1799,633
2262,983,825,1674,294,2143,2534,2223,608,2443,830,1693,204,2033,3287,329,2681,0,1691,1348,3565,503,3485,0,1421,3369,1239,905,2881,3822,3188,600,2896,778,2238,434,3223,3491,517,235,142,2103,1056,858,1299,915,3179,1270,1648,3425
1371,95,457,2741,2668,717,293,3496,3786,956,702,3611,74,1918,121,144,410,1280,0,601,3036,3645,3406,827,3404,1048,932,2533,972,778,557,3329,2735,3423,2372,3308,2867,2085,1859,2372,3023,798,3929,879,1757,3115,1008,2497,2370,2092
1240,211,3718,2417,1150,2150,1495,1550,1156,4040,725,4054,3255,3217,3258,2300,1491,824,1849,0,3432,197,1891,93,156,2231,2257,2800,3993,92,1344,3291,950,2157,1785,1473,694,3489,1791,1928,1789,3228,1399,1672,4008,3606,193,2886,944,2328
2018,3637,29,3075,2308,2048,561,3352,3648,664,3371,3256,35,1481,1624,2554,1990,792,1723,2921,0,3889,3834,2715,388,2661,3553,2010,1264,2862,209,1184,71,3847,2672,992,3328,1110,643,1381,3601,2626,236,3852,718,3487,3451,910,1793,2109
2517,1735,2804,2128,1919,2768,2916,1137,2231,1816,325,2194,2577,3066,1020,4035,2651,1434,3149,189,429,0,1908,1968,2454,1783,503,71,3338,2842,2027,2127,193,2542,1960,1037,3980,1386,1940,1816,4085,2443,3131,2828,1655,3475,4086,785,126,2743
1972,3198,2565,587,4000,1680,514,3817,2912,2073,1319,2951,794,2997,489,2049,420,914,229,3547,2154,815,0,1408,3152,541,567,3566,818,1872,1206,2778,3890,1134,3561,3938,637,2121,2957,18,3118,2426,2421,2797,3516,2260,143,3282,2845,1693
2181,3171,553,1324,370,1519,3467,1204,1180,1281,2592,1934,2323,3249,1899,1446,2504,690,2959,504,563,3221,927,0,1463,3553,1551,1930,389,2107,2261,1208,2876,2843,480,982,2269,3022,795,1628,4078,881,1011,3444,2226,2337,2453,1903,3891,791
592,3390,1527,1304,232,2576,3481,680,252,2522,3830,3442,3528,1019,2347,742,3343,54,3169,852,4019,2108,440,681,0,2788,250,3445,1024,2299,3783,2494,1385,646,3847,2210,3772,3352,2983,2370,1343,4068,544,2029,332,1430,79,820,1482,3284
2979,2479,2938,388,1002,1752,2939,793,2708,2380,1458,2222,915,1920,2463,3869,3613,3798,393,867,2321,388,303,295,3192,0,1596,1604,1829,1126,96,1693,1991,2995,3795,393,1447,1987,681,1832,1062,3113,187,3922,3251,3785,1302,1944,838,3999
2498,3274,379,3452,2445,2356,1288,2748,1573,2797,3443,1678,3844,335,2047,1928,3547,1545,2164,3933,2032,1215,2857,3053,3539,2578,0,413,1955,1863,1575,2699,1858,4006,1692,1451,3728,321,137,2531,2781,1192,1812,292,2082,1644,2888,1978,2336,2836
2085,901,2888,2905,1854,4094,3184,4044,3701,2214,1243,3795,78,1478,2709,2547,4037,58,385,1813,2449,2331,168,3176,2759,3740,2357,0,1346,2588,541,2808,1867,2434,3607,1417,1537,466,1071,1698,4078,1703,2012,897,1396,645,1708,2925,756,1403
175,2111,1569,1176,2248,1774,2174,2569,143,2770,1838,2236,3564,2495,2741,224,3786,2749,3531,1566,1861,1842,3904,3674,1749,2021,2473,2630,0,3885,3620,2751,1413,2631,3499,3029,867,386,627,537,49,628,2437,1078,797,2655,1076,831,2387,1497
2861,500,530,904,1010,2433,1410,2157,3560,3150,2631,3910,706,2163,91,938,1904,715,2327,2989,1779,1485,2090,370,698,555,1739,1090,2008,0,3062,2200,2039,2451,399,1915,2386,3426,3544,2522,2084,2048,4026,2321,3954,1442,4055,697,3927,2091
4010,1988,1324,1466,1903,3526,2470,2894,4000,1115,3776,1659,38,3086,450,613,3064,109,3990,450,1854,1606,3141,2785,1083,374,3825,3932,103,783,0,694,1283,2798,2766,693,617,2680,1940,3389,839,2990,2286,3667,3118,3784,3009,3131,1162,2279
97,3789,374,2792,2737,2918,2304,1490,1475,1450,3874,191,1905,1076,828,2467,1951,778,3601,148,1422,4094,3013,3623,2331,2237,538,566,2641,2721,540,0,542,1134,811,1717,3291,3785,1791,2296,1477,3371,2613,731,6,2443,52,2991,3196,2341
480,3035,3128,3980,4094,3272,379,1435,3047,2816,3464,892,502,2500,3945,1592,3051,2030,2750,3637,3902,1242,3499,2348,2400,2709,3524,146,457,3820,391,1414,0,2224,3324,3955,1622,2920,3525,2069,237,3249,590,2183,426,724,2466,2131,814,1805
1500,1946,3272,745,3547,1245,3709,156,2729,3854,1876,2633,78,2455,736,3569,751,1309,2408,1761,1632,2143,513,4018,7,1408,3566,2530,1034,656,2851,314,1884,0,1013,453,2755,3300,3848,1622,465,1679,3810,2506,3625,3281,3346,2625,2326,1740
2356,1958,3689,3419,3281,2564,2990,3083,1029,2891,3603,3519,3767,1930,389,1791,155,1941,3446,3835,2977,681,3082,999,1620,3385,1146,988,1242,1490,2678,1025,584,1848,0,1855,2079,594,2828,1487,1522,3493,313,2937,720,2160,960,2304,2980,2094
4017,117,3608,2612,3641,487,1985,4094,2644,1920,2746,504,261,917,636,2936,1760,2752,2645,465,3065,3714,993,50,1248,2054,2814,2248,2139,178,438,740,117,4000,1951,0,3938,2072,463,1073,3668,2553,2541,3015,3855,3429,3101,3579,857,2226
112,1660,1495,3535,538,515,66,137,4064,887,2007,534,1839,2910,782,1097,2495,3916,3243,1220,383,2431,3191,1488,3738,3684,1090,1909,1643,2400,1148,702,4009,2801,946,254,0,2435,58,295,2220,1308,1251,609,674,3072,2560,3803,3807,1558
1733,747,1661,4094,474,1561,310,2946,476,1123,3453,1992,339,636,1672,1443,1910,2738,3981,1200,1459,3244,2614,831,891,1677,1524,0,2320,1853,2795,3085,950,1084,3185,189,1224,0,3230,830,2785,2539,2147,1798,612,1837,1310,1021,396,3414
3148,669,517,741,1867,1855,715,2301,2146,3222,1848,3139,1803,1833,3136,4067,3552,2044,1166,3317,1542,2976,3728,120,1834,1417,3239,4059,3047,4010,3909,268,3051,1897,763,1585,3633,352,0,2299,1574,2344,3137,981,3447,2383,2560,2462,155,1601
447,3081,3609,52,1369,1050,4059,2537,536,3107,3074,1653,2266,110,3221,778,868,1313,2383,3253,2503,187,3672,1686,577,1010,338,2990,3946,2500,3240,2444,1620,1736,1433,1821,3848,2215,3995,0,389,2324,997,2476,2711,1861,238,2704,2185,2786
83,568,3248,1127,2820,1396,3197,3067,3344,2952,1000,3125,751,3491,3908,3744,2296,3623,2527,426,4090,1169,143,3163,1625,3987,3316,3450,3955,365,2773,39,2103,1848,2670,472,3342,368,723,3598,0,150,2197,949,3482,3290,3507,2237,1984,2935
3403,408,729,3593,867,2473,2239,1454,1241,2016,721,1244,2489,1390,3377,458,2913,3918,2564,3998,2862,1900,3861,2956,2850,231,661,1826,2254,1468,599,2996,3244,1977,2358,147,343,952,2019,3047,3493,0,1864,359,1558,2860,2913,2744,2254,2504
1939,997,299,3422,3249,843,2333,135,811,163,4042,4060,2101,1110,993,477,187,1745,1938,1005,424,1774,2725,3983,2818,1744,3211,935,3507,1157,3715,2336,2593,4078,1427,1239,1695,2039,3853,1233,583,3100,0,2696,1529,3541,3732,4057,2694,363
706,3605,481,4094,1985,3534,1517,3051,501,3806,3969,452,2918,3321,1575,3951,2375,1069,3105,1856,1999,739,1313,1930,1890,3869,2074,362,3534,3578,1025,3212,3425,673,1637,3585,2626,3730,1803,3663,2118,474,4027,0,3966,587,3965,726,3865,1006
2613,715,2352,875,104,3575,3832,1497,714,3527,2476,416,806,367,2726,1995,3641,2275,3616,2352,1561,1058,2479,2881,1468,3636,1664,3807,2772,2658,2490,2398,3025,2385,924,683,276,914,2270,1751,1560,446,435,1822,0,1848,2518,3822,3834,1147
2327,3761,2924,3943,1317,656,2903,1878,831,40,3408,3922,1634,845,2178,1739,1723,2978,60,3814,2585,3929,2946,1686,3325,3922,820,2127,3017,1162,668,3753,3964,3047,792,3825,424,2799,796,244,2495,3155,1239,1064,2453,0,3774,1168,457,3390
710,2888,3149,3918,3935,915,102,2294,2932,1344,3702,1,3783,854,98,3238,3747,3207,3494,3448,2919,842,213,2639,1630,1145,515,232,3347,2038,1312,1286,62,3272,1893,1644,3854,3907,3692,2544,1972,864,3177,2639,2008,1564,0,3296,2950,1978
723,2393,384,1715,3210,2756,1197,829,2796,1455,2006,1068,2448,2356,565,2164,1450,1666,1669,2478,1539,1411,1493,387,74,1221,3199,2180,2150,2266,3474,1991,1098,2017,3225,3922,3261,717,3665,614,3786,1288,2662,1025,3139,3613,265,0,2799,2404
222,857,2597,1704,980,847,1050,3672,2981,3554,2967,2410,3536,2927,220,2230,21,3963,1428,3607,214,2661,2195,420,378,3318,596,2051,2335,3809,3592,2348,2560,1899,1093,2427,1289,1938,1293,711,4011,1419,3975,362,360,3927,2674,1729,0,3774
3671,3122,670,851,405,1199,1752,3993,1842,3382,563,2672,1602,1042,3492,2180,160,957,1274,3049,680,2351,3871,3219,1083,3005,655,343,1834,1429,3015,2482,578,3569,3544,1145,3731,24,2136,957,1452,3951,340,3228,2756,626,3724,1733,1357,0
